,fdc_id,carbs_g,calories,fiber_g,protein_g,fat_g,food_name,avg_gram_weight
792,329156,,,,,21.8,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (KY,CA2) - NFY120X5N",
793,329163,,,,,20.5,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (NE) - NFY120X42",
794,329177,,,,,19.8,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3I",
795,329197,,,,,21.6,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X61",
796,329207,,,,,19.7,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4K",
797,329223,,,,,20.9,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA,TX) - NFY120X6R",
798,329231,,,,,20.0,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA,CA1) - NFY120X7K",
799,329238,,,,,19.7,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE,NC) - NFY120X8B",
800,329252,,,,,21.0,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6F",
801,329267,,,,,20.4,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X75",
802,329277,,,,,20.2,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA,TX) - NFY120X8Z",
803,329286,,,,,20.4,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7S",
804,329301,,,,,20.3,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8K",
805,329315,,,,,19.1,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, MY ESSENTIALS (CA2,NC) - NFY120XAA",
806,329323,,,,,20.5,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X99",
807,329343,,,,,19.0,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9W",
808,329355,,,,,20.8,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1,NE,PA) - NFY120XAN",
809,329367,,,,,21.5,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, FOOD CLUB (AZ,IN,NJ) - NFY120XB6",
810,329370,4.44,296.0,,23.7,20.4,"Cheese, mozzarella, low moisture, part-skim",86.2
811,329375,,,,,39.1,"Whole eggs, dried",
812,329383,,,,,37.7,"Whole eggs, dried",
813,329390,,,,,42.2,"Whole eggs, dried",
814,329396,,,,,36.1,"Whole eggs, dried",
815,329403,,,,,38.7,"Whole eggs, dried",
816,329410,,,,,40.4,"Whole eggs, dried",
817,329417,,,,,38.4,"Whole eggs, dried",
818,329424,,,,,38.4,"Whole eggs, dried",
819,329431,,,,,40.7,"Whole eggs, dried",
820,329438,,,,,41.5,"Whole eggs, dried",
821,329446,,,,,42.5,"Whole eggs, dried",
822,329452,,,,,41.1,"Whole eggs, dried",
823,329459,,,,,41.9,"Whole eggs, dried",
824,329467,,,,,39.0,"Whole eggs, dried",
825,329473,,,,,42.5,"Whole eggs, dried",
826,329480,,,,,38.4,"Whole eggs, dried",
827,329488,,,,,37.2,"Whole eggs, dried",
828,329490,1.87,558.0,,48.1,39.8,"Egg, whole, dried",39.46666666666667
829,329496,,,,,25.6,Egg yolk,
830,329502,,,,,24.5,Egg yolk,
831,329509,,,,,24.9,Egg yolk,
832,329516,,,,,25.0,Egg yolk,
833,329523,,,,,25.7,Egg yolk,
834,329531,,,,,25.2,Egg yolk,
835,329538,,,,,25.6,Egg yolk,
836,329544,,,,,25.1,Egg yolk,
837,329551,,,,,26.4,Egg yolk,
838,329559,,,,,26.7,Egg yolk,
839,329566,,,,,24.9,Egg yolk,
840,329572,,,,,22.5,Egg yolk,
841,329579,,,,,26.0,Egg yolk,
842,329586,,,,,24.7,Egg yolk,
843,329593,,,,,23.7,Egg yolk,
844,329596,0.59,291.0,,15.6,25.1,"Egg, yolk, raw, frozen, pasteurized",28.4
845,329602,,,,,55.6,"Egg yolks, dried",
846,329608,,,,,55.6,"Egg yolks, dried",
847,329615,,,,,57.2,"Egg yolks, dried",
848,329623,,,,,56.2,"Egg yolks, dried",
849,329630,,,,,55.3,"Egg yolks, dried",
850,329636,,,,,56.1,"Egg yolks, dried",
851,329643,,,,,54.3,"Egg yolks, dried",
852,329650,,,,,54.8,"Egg yolks, dried",
853,329657,,,,,55.8,"Egg yolks, dried",
854,329664,,,,,54.9,"Egg yolks, dried",
855,329671,,,,,53.3,"Egg yolks, dried",
856,329679,,,,,56.0,"Egg yolks, dried",
857,329685,,,,,56.0,"Egg yolks, dried",
858,329693,,,,,55.9,"Egg yolks, dried",
859,329699,,,,,55.3,"Egg yolks, dried",
860,329707,,,,,54.6,"Egg yolks, dried",
861,329713,,,,,56.2,"Egg yolks, dried",
862,329716,1.07,641.0,,34.2,55.5,"Egg, yolk, dried",33.13333333333333
863,329730,,,,,23.8,"Proximates, Cheese, dry white, Queso seco, mixed composite (CA-LA, CA-SD) - NFY0900B6",
864,329747,,,,,23.6,"Proximates, Cheese, dry white, Queso seco, mixed composite (FL, CA-SB) - NFY090099",
865,329763,,,,,24.8,"Proximates, Cheese, dry white, Queso seco, mixed composite (TX-HA, NV) - NFY0900AJ",
866,329779,,,,,23.6,"Proximates, Cheese, dry white, Queso seco, EL MEXICANO BRAND (CA-AL) - NFY09007Z",
867,329799,,,,,24.0,"Proximates, Cheese, dry white, Queso seco, mixed composite (MD, NM) - NFY09009W",
868,329822,,,,,26.3,"Proximates, Cheese, dry white, Queso seco, mixed composite (NY, TX-TR) - NFY09008M",
869,329830,2.07,,,24.5,24.3,"Cheese, dry white, queso seco",97.3
870,329836,,,,,0.61,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (NY1) - NFY0910ZX",
871,329845,,,,,0.42,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (FL1,MO1) - NFY09111G",
872,329852,,,,,0.24,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (IN1,NY1) - NFY09112A",
873,329869,,,,,0.45,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (CA2,NC1) - NFY09110R",
874,329873,,,,,0.31,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (OK1) - NFY091131",
875,329882,,,,,0.41,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (FL1) - NFY09113Q",
876,329902,,,,,0.31,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (AL1,CA1) - NFY09110F",
877,329931,,,,,0.26,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (CO1,CT1) - NFY091116",
878,329949,,,,,0.3,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (CO1,CT1) - NFY09113G",
879,329970,,,,,0.43,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (MI1,OK1) - NFY09111Y",
880,329990,,,,,0.38,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (AL1,CA1) - NFY09112Q",
881,330007,,,,,0.55,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (IN1,NY1) - NFY09114L",
882,330017,,,,,0.36,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY091161",
883,330034,,,,,0.52,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA2,NC1) - NFY09115C",
884,330053,,,,,0.23,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (AL1,CA1) - NFY091150",
885,330077,,,,,0.33,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (CA2,NC1) - NFY091149",
886,330106,,,,,0.31,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (FL1,MO1) - NFY09116J",
887,330135,,,,,0.3,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1,CT1) - NFY09115R",
888,330137,3.64,59.0,,10.3,0.37,"Yogurt, Greek, plain, nonfat",156.0
889,330144,,,,7.95,0.2,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CO,CT) - NFY120OO0",
890,330151,,,,8.21,0.2,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (AL,CA1) - NFY120ON9",
891,330158,,,,7.98,0.2,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (MI,OK) - NFY120OOL",
892,330172,,,,7.91,0.2,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (FL,MO) - NFY120OO8",
893,330193,,,,8.32,0.07,"Proximates, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (FL,CT) - NFY120PA7",
894,330211,,,,7.88,0.3,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CA2,NC) - NFY120ONI",
895,330235,,,,7.66,0.1,"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (AL,CA1) - NFY120OP9",
896,330248,,,,8.27,0.2,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (IN,NY) - NFY120OMR",
897,330253,,,0.4,,,"TDF, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (IN,NY) - NFY120OMW",
898,330272,,,,8.07,0.2,"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (IN,NY) - NFY120OOV",
899,330291,,,,7.92,0.2,"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (CO,CT) - NFY120OPV",
900,330304,,,,8.36,0.07,"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (MI,OK) - NFY120OQI",
901,330322,,,,8.06,0.1,"Proximates, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (NY,NC) - NFY120ORF",
902,330344,,,,8.09,0.07,"Proximates, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (CA2,CO) - NFY120OS1",
903,330365,,,,8.24,0.07,"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (FL,MO) - NFY120OQ2",
904,330371,,,0.7,,,"TDF, Yogurt, Greek, strawberry, non-fat, CHOBANI (FL,MO) - NFY120OQ8",
905,330384,,,,8.16,0.1,"Proximates, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (CA1,OK) - NFY120OQS",
906,330407,,,,7.96,0.1,"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (CA2,NC) - NFY120OPG",
907,330415,12.2,82.0,0.6,8.06,0.15,"Yogurt, Greek, strawberry, nonfat",150.0
908,330420,,,,,99.2,"Proximates, Oil, coconut, LOU ANA (NC) - NFY120PDN",
909,330425,,,,,99.2,"Proximates, Oil, coconut, LOU ANA (IN,AL) - NFY120PDT",
910,330432,,,,,99.4,"Proximates, Oil, coconut, LOU ANA (MI,OK) - NFY120PE9",
911,330440,,,,,98.6,"Proximates, Oil, coconut, LOU ANA (FL,MO) - NFY120PE1",
912,330448,,,,,98.9,"Proximates, Oil, coconut, LOU ANA (CO,CT) - NFY120PD6",
913,330457,,,,,99.0,"Proximates, Oil, coconut, BETTER BODY ORGANIC (CA2) - NFY120PDG",
914,330458,0.84,895.0,,0.0,99.1,"Oil, coconut",11.6
915,330464,,,,,12.2,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (AL1)",
916,330465,,,,26.5,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (AL1)",
917,330481,,,,,8.55,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (National)",
918,330482,,,,18.8,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (National) ",
919,330492,,,,,8.14,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (FL1,MO1,NY1)",
920,330494,,,,18.0,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (FL1,MO1,NY1) ",
921,330498,,,,,8.39,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (MI1)",
922,330499,,,,18.5,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (MI1) ",
923,330525,,,,,12.2,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (MI1)",
924,330526,,,,27.3,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (MI1)",
925,330531,,,,,11.8,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (National)",
926,330532,,,,26.6,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (National) ",
927,330542,,,,,12.1,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (FL1,MO1,NY1)",
928,330544,,,,27.0,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (FL1,MO1,NY1) ",
929,330557,,,,,13.0,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (MI1)",
930,330558,,,,28.5,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (MI1) ",
931,330565,,,,,9.08,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (CA2,NC1)",
932,330567,,,,18.9,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (CA2,NC1) ",
933,330571,,,,,10.1,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (NC1)",
934,330572,,,,18.5,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (NC1) ",
935,330588,,,,,13.1,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (NC1)",
936,330589,,,,25.6,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (NC1)",
937,330596,,,,,12.0,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (CA2,NC1)",
938,330598,,,,26.4,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (CA2,NC1) ",
939,330608,,,,,13.0,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (NC1)",
940,330609,,,,25.3,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (NC1) ",
941,330616,,,,,8.15,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (CO1,CT1,IN1)",
942,330618,,,,18.8,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (CO1,CT1,IN1) ",
943,330622,,,,,6.93,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (CO1)",
944,330623,,,,20.4,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (CO1) ",
945,330639,,,,,9.49,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CO1)",
946,330640,,,,29.0,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CO1)",
947,330647,,,,,11.0,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (CO1,CT1,IN1)",
948,330649,,,,25.7,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (CO1,CT1,IN1) ",
949,330660,,,,,8.94,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (CO1)",
950,330661,,,,25.6,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (CO1) ",
951,330668,,,,,8.35,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (AL1,CA1,MI1)",
952,330670,,,,19.2,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (AL1,CA1,MI1) ",
953,330674,,,,,8.65,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (NY1)",
954,330675,,,,18.8,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (NY1) ",
955,330693,,,,,12.2,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (NY1)",
956,330694,,,,26.2,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (NY1)",
957,330701,,,,,11.5,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (AL1,CA1,MI1)",
958,330703,,,,26.2,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (AL1,CA1,MI1) ",
959,330717,,,,,11.0,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (NY1)",
960,330718,,,,23.6,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (NY1) ",
961,330721,,,,,8.2,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (FL1)",
962,330722,,,,20.1,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (FL1) ",
963,330728,,,,,11.3,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (FL1)",
964,330729,,,,28.5,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (FL1)",
965,330739,,,,,11.2,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (FL1)",
966,330740,,,,25.9,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (FL1) ",
967,330743,,,,,8.49,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (MO1)",
968,330744,,,,17.8,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (MO1) ",
969,330751,,,,,12.2,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (MO1)",
970,330752,,,,26.9,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (MO1)",
971,330764,,,,,11.4,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (MO1)",
972,330765,,,,23.6,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (MO1) ",
973,330768,,,,,7.08,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (CA1)",
974,330769,,,,18.6,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (CA1) ",
975,330776,,,,,9.79,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CA1)",
976,330777,,,,26.8,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CA1)",
977,330789,,,,,9.59,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (CA1)",
978,330790,,,,24.9,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (CA1) ",
979,330793,,,,,8.1,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (IN1)",
980,330794,,,,18.4,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (IN1) ",
981,330800,,,,,13.0,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (IN1)",
982,330801,,,,27.4,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (IN1)",
983,330811,,,,,11.8,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (IN1)",
984,330812,,,,25.4,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (IN1) ",
985,330815,,,,,7.9,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (CA2)",
986,330816,,,,19.7,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (CA2) ",
987,330822,,,,,10.1,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CA2)",
988,330823,,,,27.8,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CA2)",
989,330832,,,,,10.1,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (CA2)",
990,330833,,,,27.5,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (CA2) ",
991,330836,,,,,8.68,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (CT1)",
992,330837,,,,17.4,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (CT1) ",
993,330843,,,,,11.9,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CT1)",
994,330844,,,,26.0,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CT1)",
995,330854,,,,,12.2,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (CT1)",
996,330855,,,,26.1,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (CT1) ",
997,330858,,,,,9.29,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (AL1)",
998,330859,,,,17.8,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (AL1) ",
999,330867,,,,,13.8,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (AL1)",
1000,330868,,,,28.0,,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (AL1) ",
1001,330869,0.0,,,27.1,11.6,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",155.0
1002,330883,,,,,5.67,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (AL1,CA1) - 14B-06-05-TotalFat",
1003,330906,,,,,44.2,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (National) - 14B-01-01-TotalFat",
1004,330922,,,,,43.3,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CO1,CT1,IN1) - 14B-01-03-TotalFat",
1005,330929,,,,,45.6,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (National) - 14B-02-01-TotalFat",
1006,330944,,,,,41.1,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CO1,CT1,IN1) - 14B-02-03-TotalFat",
1007,330949,,,,,45.2,"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (National) - 14B-03-01-TotalFat",
1008,330964,,,,,36.1,"Proximates, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CO1,CT1,IN1) - 14B-03-03-prox",
1009,331020,,,,,3.81,"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (National) - 14B-04-01-TotalFat",
1010,331036,,,,,3.54,"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (CO1,CT1,IN1) - 14B-04-03-TotalFat",
1011,331091,,,,,5.48,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (National) - 14B-05-01-TotalFat",
1012,331107,,,,,5.8,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (CO1,CT1,IN1) - 14B-05-03-TotalFat",
1013,331162,,,,,5.54,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (National) - 14B-06-01-TotalFat",
1014,331179,,,,,5.67,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (CO1,CT1,IN1) - 14B-06-03-TotalFat",
1015,331231,,,,,3.83,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (National) - 14B-07-01-TotalFat",
1016,331242,,,,,4.34,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (CO1,CT1) - 14B-07-03-TotalFat",
1017,331296,,,,,8.93,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (National) - 14B-08-01-TotalFat",
1018,331310,,,,,7.81,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (CO1,CT1) - 14B-08-03-TotalFat",
1019,331360,,,,,8.63,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (National) - 14B-09-01-TotalFat",
1020,331375,,,,,8.76,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (CO1,CT1) - 14B-09-03-TotalFat",
1021,331391,,,,,47.9,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (FL1,MO1,NY1) - 14B-01-04-TotalFat",
1022,331404,,,,,47.6,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (FL1,MO1,NY1) - 14B-02-04-TotalFat",
1023,331416,,,,,46.1,"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (FL1,MO1,NY1) - 14B-03-04-TotalFat",
1024,331430,,,,,3.97,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (FL1,MO1,NY1) - 14B-07-04-TotalFat",
1025,331443,,,,,7.71,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-TotalFat",
1026,331457,,,,,8.6,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-TotalFat",
1027,331472,,,,,3.74,"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-TotalFat",
1028,331485,,,,,5.33,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-TotalFat",
1029,331501,,,,,6.29,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-TotalFat",
1030,331514,,,,,44.3,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-TotalFat",
1031,331518,,,,,44.5,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-TotalFat",
1032,331538,,,,,44.0,"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-TotalFat",
1033,331551,,,,,4.01,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-TotalFat",
1034,331564,,,,,8.24,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-TotalFat",
1035,331575,,,,,9.01,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-TotalFat",
1036,331586,,,,,41.4,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-TotalFat",
1037,331607,,,,,41.1,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-TotalFat",
1038,331618,,,,,42.5,"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-TotalFat",
1039,331633,,,,,4.41,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (CA2,NC1) - 14B-07-02-TotalFat",
1040,331645,,,,,8.66,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (CA2,NC1) - 14B-08-02-TotalFat",
1041,331658,,,,,8.15,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (CA2,NC1) - 14B-09-02-TotalFat",
1042,331671,,,,,3.63,"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (CA2,NC1) - 14B-04-02-TotalFat",
1043,331683,,,,,5.18,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (CA2,NC1) - 14B-05-02-TotalFat",
1044,331696,,,,,6.19,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (CA2,NC1) - 14B-06-02-TotalFat",
1045,331711,,,,,4.36,"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (AL1,CA1) - 14B-04-05-TotalFat",
1046,331724,,,,,5.64,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (AL1,CA1) - 14B-05-05-TotalFat",
1047,331750,,,,,6.33,"Fat, Chicken, dark meat, lean only, drumstick, braised, enhanced (OK1,MI1) - 14B-06-06-TotalFat",
1048,331754,,,,,42.7,"Proximates, Chicken, skin, raw, from drumsticks and thighs, enhanced (OK1,MI1) - 14B-01-06-prox",
