,fdc_id,carbs_g,calories,fiber_g,protein_g,fat_g,food_name,avg_gram_weight
2687,790069,,,8.9,,,"FLOUR, WHOLE WHEAT (UNENRICHED) (ORGANIC)",
2688,790076,,,,,2.5,"FLOUR, WHOLE WHEAT (UNENRICHED)",
2689,790080,,,11.4,,,"FLOUR, WHOLE WHEAT (UNENRICHED)",
2690,790085,71.2,370.0,10.6,15.1,2.73,"Flour, whole wheat, unenriched",
2691,790088,,,,,1.8,"FLOUR, BREAD, WHITE (ENRICHED) (UNBLEACHED)",
2692,790098,,,,,1.6,"FLOUR, BREAD, WHITE (ENRICHED) (UNBLEACHED)",
2693,790108,,,,,1.6,"FLOUR, BREAD, WHITE (ENRICHED) (UNBLEACHED) (ORGANIC)",
2694,790118,,,,,1.6,"FLOUR, BREAD, WHITE (ENRICHED) (UNBLEACHED)",
2695,790128,,,,,1.6,"FLOUR, BREAD, WHITE (ENRICHED) (UNBLEACHED)",
2696,790138,,,,,1.7,"FLOUR, BREAD, WHITE (ENRICHED) (UNBLEACHED)",
2697,790146,72.8,363.0,,14.3,1.65,"Flour, bread, white, enriched, unbleached",
2698,790149,,,,,1.4,"FLOUR, RICE, WHITE",
2699,790153,,,0.6,,,"FLOUR, RICE, WHITE",
2700,790160,,,,,1.2,"FLOUR, RICE, WHITE",
2701,790164,,,0.5,,,"FLOUR, RICE, WHITE",
2702,790171,,,,,1.2,"FLOUR, RICE, WHITE (ORGANIC)",
2703,790176,,,0.6,,,"FLOUR, RICE, WHITE (ORGANIC)",
2704,790183,,,,,1.4,"FLOUR, RICE, WHITE",
2705,790187,,,0.2,,,"FLOUR, RICE, WHITE",
2706,790194,,,,,1.1,"FLOUR, RICE, WHITE",
2707,790198,,,0.6,,,"FLOUR, RICE, WHITE",
2708,790205,,,,,1.5,"FLOUR, RICE, WHITE",
2709,790209,,,0.5,,,"FLOUR, RICE, WHITE",
2710,790214,79.8,359.0,0.5,6.94,1.3,"Flour, rice, white, unenriched",
2711,790217,,,,,1.6,"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",
2712,790228,,,,,2.8,"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",
2713,790233,,,4.4,,,"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",
2714,790240,,,,,1.0,"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",
2715,790246,,,4.1,,,"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",
2716,790253,,,,,1.9,"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",
2717,790258,,,4.3,,,"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",
2718,790266,,,,,1.4,"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",
2719,790271,,,4.5,,,"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",
2720,790276,80.8,364.0,4.3,6.2,1.74,"Flour, corn, yellow, fine meal, enriched",
2721,790291,,,,,82.6,"Butter, stick, salted",
2722,790309,,,,,81.6,"Butter, stick, salted",
2723,790324,,,,,82.2,"Butter, stick, salted",
2724,790341,,,,,83.6,"Butter, stick, salted",
2725,790361,,,,,88.1,"Butter, stick, salted",
2726,790379,,,,,81.3,"Butter, stick, salted",
2727,790401,,,,,81.7,"Butter, stick, salted",
2728,790416,,,,,81.3,"Butter, stick, salted",
2729,790435,,,,,80.3,"Butter, stick, salted",
2730,790456,,,,,81.2,"Butter, stick, salted",
2731,790472,,,,,82.0,"Butter, stick, salted",
2732,790488,,,,,82.4,"Butter, stick, salted",
2733,790505,,,,,80.3,"Butter, stick, salted",
2734,790508,,,,,82.2,"Butter, stick, salted",
2735,790513,,,2.3,,,"ONIONS, RED",
2736,790518,,,,1.12,0.1,"ONIONS, RED",
2737,790524,,,2.4,,,"ONIONS, RED",
2738,790529,,,,1.15,0.2,"ONIONS, RED",
2739,790536,,,2.4,,,"ONIONS, RED",
2740,790541,,,,0.96,0.0,"ONIONS, RED",
2741,790548,,,2.2,,,"ONIONS, RED",
2742,790553,,,,0.81,0.1,"ONIONS, RED",
2743,790559,,,2.1,,,"ONIONS, RED",
2744,790564,,,,0.72,0.0,"ONIONS, RED",
2745,790570,,,2.1,,,"ONIONS, RED",
2746,790575,,,,0.89,0.2,"ONIONS, RED",
2747,790577,9.93,44.0,2.2,0.94,0.1,"Onions, red, raw",197.0
2748,790582,,,1.8,,,"ONIONS, YELLOW",
2749,790587,,,,0.88,0.0,"ONIONS, YELLOW",
2750,790593,,,2.0,,,"ONIONS, YELLOW",
2751,790598,,,,0.93,0.1,"ONIONS, YELLOW",
2752,790605,,,2.0,,,"ONIONS, YELLOW",
2753,790610,,,,0.7,0.0,"ONIONS, YELLOW",
2754,790616,,,2.1,,,"ONIONS, YELLOW",
2755,790621,,,,0.83,0.2,"ONIONS, YELLOW",
2756,790627,,,1.9,,,"ONIONS, YELLOW",
2757,790632,,,,0.93,0.0,"ONIONS, YELLOW",
2758,790639,,,1.8,,,"ONIONS, YELLOW",
2759,790644,,,,0.72,0.0,"ONIONS, YELLOW",
2760,790646,8.61,38.0,1.9,0.83,0.05,"Onions, yellow, raw",143.0
2761,790650,,,,,0.3,"BANANAS, OVERRIPE",
2762,790665,,,,,0.38,"BANANAS, OVERRIPE",
2763,790666,,,1.8,,,"BANANAS, OVERRIPE",
2764,790683,,,,,0.1,"BANANAS, OVERRIPE",
2765,790698,,,,,0.11,"BANANAS, OVERRIPE",
2766,790699,,,1.8,,,"BANANAS, OVERRIPE",
2767,790714,,,,,0.11,"BANANAS, OVERRIPE",
2768,790715,,,1.6,,,"BANANAS, OVERRIPE",
2769,790731,,,,,0.34,"BANANAS, OVERRIPE",
2770,790732,,,2.3,,,"BANANAS, OVERRIPE",
2771,790747,,,1.1,,,"BANANAS, OVERRIPE, MEDIUM SIZE",
2772,790756,,,1.2,,,"BANANAS, SLIGHTLY RIPE, MEDIUM SIZE",
2773,790761,,,1.1,,,"BANANAS, RIPE, MEDIUM SIZE",
2774,790774,20.1,,1.7,0.73,0.22,"Bananas, overripe, raw",110.0
2775,790778,,,,,0.62,"BANANAS, RIPE",
2776,790779,,,2.2,,,"BANANAS, RIPE",
2777,790798,,,,,0.44,"BANANAS, RIPE",
2778,790799,,,1.8,,,"BANANAS, RIPE",
2779,790819,,,,,0.1,"BANANAS, RIPE",
2780,790820,,,1.8,,,"BANANAS, RIPE",
2781,790839,,,,,0.14,"BANANAS, SLIGHTLY RIPE",
2782,790840,,,1.7,,,"BANANAS, SLIGHTLY RIPE",
2783,790856,,,,,0.71,"BANANAS, SLIGHTLY RIPE",
2784,790870,,,,,0.15,"BANANAS, RIPE",
2785,790871,,,2.1,,,"BANANAS, RIPE",
2786,790890,,,,,0.11,"BANANAS, SLIGHTLY RIPE",
2787,790904,,,,,0.1,"BANANAS, SLIGHTLY RIPE",
2788,790905,,,1.9,,,"BANANAS, SLIGHTLY RIPE",
2789,790922,,,,,0.43,"BANANAS, SLIGHTLY RIPE",
2790,790923,,,1.7,,,"BANANAS, SLIGHTLY RIPE",
2791,790940,,,,,0.0,"BANANAS, RIPE",
2792,790958,,,,,0.72,"BANANAS, SLIGHTLY RIPE",
2793,790959,,,1.7,,,"BANANAS, SLIGHTLY RIPE",
2794,790976,,,,,0.0,"BANANAS, RIPE",
2795,790991,23.0,,1.7,0.74,0.29,"Bananas, ripe and slightly ripe, raw",115.0
2796,1104595,,,3.4,,,GARLIC,
2797,1104600,,,,,0.3,GARLIC,
2798,1104604,,,3.0,,,GARLIC,
2799,1104609,,,,,0.5,GARLIC,
2800,1104613,,,2.4,,,GARLIC,
2801,1104618,,,,,0.4,GARLIC,
2802,1104622,,,2.3,,,GARLIC,
2803,1104627,,,,,0.3,GARLIC,
2804,1104631,,,2.7,,,GARLIC,
2805,1104636,,,,,0.4,GARLIC,
2806,1104640,,,2.6,,,GARLIC,
2807,1104645,,,,,0.4,GARLIC,
2808,1104647,28.2,143.0,2.7,6.62,0.38,"Garlic, raw",
2809,1104654,,,,,3.44,"FLOUR, SOY (DEFATTED)",
2810,1104665,,,,,3.2,"FLOUR, SOY (DEFATTED)",
2811,1104677,,,,,3.32,"FLOUR, SOY (DEFATTED)",
2812,1104687,,,,,3.57,"FLOUR, SOY (DEFATTED)",
2813,1104698,,,,,3.1,"FLOUR, SOY (DEFATTED)",
2814,1104705,32.9,366.0,,51.1,3.33,"Flour, soy, defatted",
2815,1104710,,,,,23.3,"FLOUR, SOY, FULL FAT (ORGANIC)",
2816,1104721,,,,,20.9,"FLOUR, SOY, FULL FAT",
2817,1104730,,,,,21.4,"FLOUR, SOY, FULL FAT",
2818,1104740,,,,,21.2,"FLOUR, SOY, FULL FAT",
2819,1104750,,,,,18.9,"FLOUR, SOY, FULL FAT",
2820,1104760,,,,,18.5,"FLOUR, SOY, FULL FAT (ORGANIC)",
2821,1104766,27.9,452.0,,38.6,20.7,"Flour, soy, full-fat",
2822,1104770,,,,,3.37,"FLOUR, RICE, BROWN (ORGANIC)",
2823,1104779,,,,,4.68,"FLOUR, RICE, BROWN",
2824,1104788,,,,,3.7,"FLOUR, RICE, BROWN (ORGANIC)",
2825,1104797,,,,,3.65,"FLOUR, RICE, BROWN",
2826,1104812,75.5,365.0,,7.19,3.85,"Flour, rice, brown",
2827,1104816,,,,,1.35,"FLOUR, RICE, GLUTENOUS",
2828,1104825,,,,,1.14,"FLOUR, RICE, GLUTENOUS",
2829,1104834,,,,,0.88,"FLOUR, RICE, GLUTENOUS",
2830,1104843,,,,,0.99,"FLOUR, RICE, GLUTENOUS",
2831,1104853,,,,,1.34,"FLOUR, RICE, GLUTENOUS",
2832,1104861,,,,,1.29,"FLOUR, RICE, GLUTENOUS",
2833,1104867,80.1,358.0,,6.69,1.16,"Flour, rice, glutinous",
2834,1104872,,,,,1.7,"FLOUR, PASTRY, WHITE (UNENRICHED) (UNBLEACHED)",
2835,1104881,,,,,1.62,"FLOUR, PASTRY, WHITE (UNENRICHED) (UNBLEACHED)",
2836,1104889,,,,,1.65,"FLOUR, PASTRY, WHITE (UNENRICHED) (UNBLEACHED)",
2837,1104898,,,,,1.7,"FLOUR, PASTRY, WHITE (UNENRICHED) (UNBLEACHED)",
2838,1104907,,,,,1.55,"FLOUR, PASTRY, WHITE (UNENRICHED) (UNBLEACHED)",
2839,1104913,77.2,359.0,,8.75,1.64,"Flour, pastry, unenriched, unbleached",
2840,1104917,,,1.3,,,"ONIONS, WHITE",
2841,1104918,,,,,0.0,"ONIONS, WHITE",
2842,1104925,,,1.2,,,"ONIONS, WHITE",
2843,1104926,,,,,0.12,"ONIONS, WHITE",
2844,1104933,,,1.3,,,"ONIONS, WHITE",
2845,1104934,,,,,0.16,"ONIONS, WHITE",
2846,1104941,,,1.1,,,"ONIONS, WHITE",
2847,1104942,,,,,0.12,"ONIONS, WHITE",
2848,1104949,,,1.2,,,"ONIONS, WHITE",
2849,1104950,,,,,0.25,"ONIONS, WHITE",
2850,1104957,,,1.0,,,"ONIONS, WHITE",
2851,1104958,,,,,0.13,"ONIONS, WHITE",
2852,1104962,7.68,36.0,1.2,0.89,0.13,"Onions, white, raw",
2853,1104966,,,,,0.11,"BANANAS, OVERRIPE",
2854,1104967,,,1.8,,,"BANANAS, OVERRIPE",
2855,1104984,,,,,0.1,"BANANAS, OVERRIPE",
2856,1105001,,,,,0.3,"BANANAS, OVERRIPE",
2857,1105018,,,,,0.34,"BANANAS, OVERRIPE",
2858,1105019,,,2.3,,,"BANANAS, OVERRIPE",
2859,1105037,,,,,0.11,"BANANAS, OVERRIPE",
2860,1105038,,,1.6,,,"BANANAS, OVERRIPE",
2861,1105056,,,,,0.38,"BANANAS, OVERRIPE",
2862,1105057,,,1.8,,,"BANANAS, OVERRIPE",
2863,1105073,20.1,85.0,1.7,0.73,0.22,"Bananas, overripe, raw",110.0
2864,1105077,,,,,0.62,"BANANAS, RIPE",
2865,1105078,,,2.2,,,"BANANAS, RIPE",
2866,1105099,,,,,0.1,"BANANAS, SLIGHTLY RIPE",
2867,1105100,,,1.9,,,"BANANAS, SLIGHTLY RIPE",
2868,1105119,,,,,0.14,"BANANAS, SLIGHTLY RIPE",
2869,1105120,,,1.7,,,"BANANAS, SLIGHTLY RIPE",
2870,1105138,,,,,0.44,"BANANAS, RIPE",
2871,1105139,,,1.8,,,"BANANAS, RIPE",
2872,1105161,,,,,0.15,"BANANAS, RIPE",
2873,1105162,,,2.1,,,"BANANAS, RIPE",
2874,1105183,,,,,0.1,"BANANAS, RIPE",
2875,1105184,,,1.8,,,"BANANAS, RIPE",
2876,1105205,,,,,0.0,"BANANAS, RIPE",
2877,1105225,,,,,0.43,"BANANAS, SLIGHTLY RIPE",
2878,1105226,,,1.7,,,"BANANAS, SLIGHTLY RIPE",
2879,1105245,,,,,0.11,"BANANAS, SLIGHTLY RIPE",
2880,1105261,,,,,0.71,"BANANAS, SLIGHTLY RIPE",
2881,1105277,,,,,0.0,"BANANAS, RIPE",
2882,1105297,,,,,0.72,"BANANAS, SLIGHTLY RIPE",
2883,1105298,,,1.7,,,"BANANAS, SLIGHTLY RIPE",
2884,1105314,23.0,98.0,1.7,0.74,0.29,"Bananas, ripe and slightly ripe, raw",115.0
2885,1105318,,,1.4,,,"APPLES, RED DELICIOUS",
2886,1105325,,,,,0.1,"APPLES, RED DELICIOUS",
2887,1105332,,,2.0,,,"APPLES, RED DELICIOUS",
2888,1105339,,,,,0.2,"APPLES, RED DELICIOUS",
2889,1105346,,,2.1,,,"APPLES, RED DELICIOUS",
2890,1105354,,,,,0.2,"APPLES, RED DELICIOUS",
2891,1105361,,,2.2,,,"APPLES, RED DELICIOUS",
2892,1105369,,,,,0.1,"APPLES, RED DELICIOUS",
2893,1105376,,,1.9,,,"APPLES, RED DELICIOUS",
2894,1105383,,,,,0.3,"APPLES, RED DELICIOUS",
2895,1105390,,,2.3,,,"APPLES, RED DELICIOUS",
2896,1105397,,,,,0.2,"APPLES, RED DELICIOUS",
2897,1105404,,,2.2,,,"APPLES, RED DELICIOUS",
2898,1105411,,,,,0.3,"APPLES, RED DELICIOUS",
2899,1105418,,,2.2,,,"APPLES, RED DELICIOUS",
2900,1105426,,,,,0.3,"APPLES, RED DELICIOUS",
2901,1105430,14.8,62.0,2.0,0.19,0.21,"Apples, red delicious, with skin, raw",
2902,1105434,,,1.7,,,"APPLES, HONEYCRISP",
2903,1105441,,,,,0.0,"APPLES, HONEYCRISP",
2904,1105448,,,1.5,,,"APPLES, HONEYCRISP",
2905,1105455,,,,,0.0,"APPLES, HONEYCRISP",
2906,1105462,,,1.6,,,"APPLES, HONEYCRISP",
2907,1105469,,,,,0.2,"APPLES, HONEYCRISP",
2908,1105477,,,1.9,,,"APPLES, HONEYCRISP",
2909,1105484,,,,,0.0,"APPLES, HONEYCRISP",
2910,1105491,,,1.8,,,"APPLES, HONEYCRISP",
2911,1105498,,,,,0.2,"APPLES, HONEYCRISP",
2912,1105505,,,1.5,,,"APPLES, HONEYCRISP",
2913,1105512,,,,,0.2,"APPLES, HONEYCRISP",
2914,1105519,,,1.7,,,"APPLES, HONEYCRISP",
2915,1105528,,,,,0.0,"APPLES, HONEYCRISP",
2916,1105535,,,2.0,,,"APPLES, HONEYCRISP",
2917,1105543,,,,,0.2,"APPLES, HONEYCRISP",
2918,1105547,14.7,60.0,1.7,0.1,0.1,"Apples, honeycrisp, with skin, raw",
2919,1105551,,,2.4,,,"APPLES, GRANNY SMITH",
2920,1105559,,,,,0.2,"APPLES, GRANNY SMITH",
2921,1105566,,,2.4,,,"APPLES, GRANNY SMITH",
2922,1105574,,,,,0.2,"APPLES, GRANNY SMITH",
2923,1105581,,,3.1,,,"APPLES, GRANNY SMITH",
2924,1105589,,,,,0.0,"APPLES, GRANNY SMITH",
2925,1105596,,,2.2,,,"APPLES, GRANNY SMITH",
2926,1105603,,,,,0.3,"APPLES, GRANNY SMITH",
2927,1105610,,,2.3,,,"APPLES, GRANNY SMITH",
2928,1105617,,,,,0.1,"APPLES, GRANNY SMITH",
2929,1105624,,,2.3,,,"APPLES, GRANNY SMITH",
2930,1105631,,,,,0.2,"APPLES, GRANNY SMITH",
2931,1105638,,,2.5,,,"APPLES, GRANNY SMITH",
2932,1105646,,,,,0.0,"APPLES, GRANNY SMITH",
2933,1105653,,,2.9,,,"APPLES, GRANNY SMITH",
2934,1105660,,,,,0.1,"APPLES, GRANNY SMITH",
2935,1105664,14.2,59.0,2.5,0.27,0.14,"Apples, granny smith, with skin, raw",
2936,1105668,,,2.7,,,"APPLES, GALA",
2937,1105675,,,,,0.2,"APPLES, GALA",
2938,1105682,,,2.0,,,"APPLES, GALA",
2939,1105690,,,,,0.0,"APPLES, GALA",
2940,1105697,,,2.1,,,"APPLES, GALA",
2941,1105704,,,,,0.1,"APPLES, GALA",
2942,1105711,,,1.8,,,"APPLES, GALA",
2943,1105718,,,,,0.2,"APPLES, GALA",
2944,1105725,,,2.4,,,"APPLES, GALA",
2945,1105733,,,,,0.2,"APPLES, GALA",
2946,1105741,,,1.9,,,"APPLES, GALA",
2947,1105749,,,,,0.2,"APPLES, GALA",
2948,1105756,,,1.8,,,"APPLES, GALA",
2949,1105763,,,,,0.1,"APPLES, GALA",
2950,1105770,,,2.1,,,"APPLES, GALA",
2951,1105777,,,,,0.2,"APPLES, GALA",
2952,1105781,14.8,61.0,2.1,0.13,0.15,"Apples, gala, with skin, raw",
2953,1105785,,,2.1,,,"APPLES, FUJI",
2954,1105793,,,,,0.1,"APPLES, FUJI",
2955,1105800,,,2.1,,,"APPLES, FUJI",
2956,1105807,,,,,0.2,"APPLES, FUJI",
2957,1105814,,,1.9,,,"APPLES, FUJI",
2958,1105821,,,,,0.1,"APPLES, FUJI",
2959,1105828,,,2.3,,,"APPLES, FUJI",
2960,1105835,,,,,0.0,"APPLES, FUJI",
2961,1105842,,,2.0,,,"APPLES, FUJI",
2962,1105849,,,,,0.2,"APPLES, FUJI",
2963,1105856,,,2.0,,,"APPLES, FUJI",
2964,1105864,,,,,0.3,"APPLES, FUJI",
2965,1105871,,,2.2,,,"APPLES, FUJI",
2966,1105878,,,,,0.2,"APPLES, FUJI",
2967,1105886,,,2.0,,,"APPLES, FUJI",
2968,1105893,,,,,0.2,"APPLES, FUJI",
2969,1105897,15.7,65.0,2.1,0.15,0.16,"Apples, fuji, with skin, raw",
2970,1750337,1.293125,38.485,0.0,3.546875,2.125,"Soy milk, unsweetened, plain, shelf stable",
2971,1750338,0.3371125,14.5562,0.0,0.5546875,1.221,"Almond milk, unsweetened, plain, shelf stable",
2972,1750339,14.7817,61.7893,2.043,0.1875,0.2125,"Apples, red delicious, with skin, raw",
2973,1750340,15.6511625,64.6609,2.075,0.1484375,0.1625,"Apples, fuji, with skin, raw",
2974,1750341,14.7680875,60.9536,2.109,0.1328125,0.15,"Apples, gala, with skin, raw",
2975,1750342,14.142975,58.8719,2.514,0.265625,0.1375,"Apples, granny smith, with skin, raw",
2976,1750343,14.6819375,60.034,1.721,0.1015625,0.1,"Apples, honeycrisp, with skin, raw",
2977,1750344,7.5897,42.6655,,2.5,0.2563,"Mushroom, lion's mane",
2978,1750345,6.94125,41.0475,,2.89875,0.1875,"Mushroom, oyster",
2979,1750346,8.170625,44.095,,2.414375,0.195,"Mushrooms, shiitake",
2980,1750347,4.079375,31.2172,,2.890625,0.3708,"Mushrooms, white button",
2981,1750352,2.406325,26.602,1.558,2.851875,0.6188,"Spinach, baby",
2982,1750353,2.64135,27.63,1.588,2.90625,0.6044,"Spinach, mature",
2983,1750354,3.837475,21.9574,0.9706,0.695625,0.425,"Tomato, roma",
2984,1750680,,,,,2.695,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2985,1750681,,,,,1.87,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2986,1750682,,,,,2.1,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2987,1750683,,,,,1.9,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2988,1750684,,,,,1.43,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2989,1750685,,,,,1.03,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2990,1750686,,,,,1.17,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2991,1750687,,,,,1.6,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2992,1750688,,,,,2.255,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2993,1750689,,,,,2.19,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2994,1750690,,,,,1.86,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2995,1750691,,,,,2.13,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2996,1750692,,,,,1.14,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2997,1750693,,,,,1.2,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2998,1750694,,,,,1.13,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
2999,1750695,,,,,1.07,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3000,1750825,,,0.0,,,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3001,1750826,,,0.0,,,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3002,1750827,,,0.0,,,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3003,1750828,,,0.0,,,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3004,1750829,,,0.0,,,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3005,1750830,,,0.0,,,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3006,1750831,,,0.0,,,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3007,1750832,,,0.0,,,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3008,1750833,,,0.0,,,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3009,1750834,,,0.0,,,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3010,1750835,,,0.0,,,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3011,1750836,,,0.0,,,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3012,1750837,,,0.0,,,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3013,1750838,,,0.0,,,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3014,1750839,,,0.0,,,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3015,1750840,,,0.0,,,"ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE",
3016,1752647,,,1.43,,,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3017,1752665,,,,,0.1,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3018,1752685,,,2.29,,,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3019,1752691,,,,,0.2,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3020,1752700,,,2.075,,,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3021,1752702,,,,,0.2,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3022,1752721,,,,,0.1,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3023,1752731,,,2.21,,,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3024,1752752,,,2.17,,,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3025,1752755,,,,,0.3,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3026,1752773,,,2.24,,,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3027,1752783,,,,,0.3,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3028,1752798,,,1.89,,,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3029,1752803,,,,,0.3,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3030,1752820,,,,,0.2,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3031,1752836,,,2.04,,,"APPLES, RED DELICIOUS, WITH SKIN, RAW",
3032,1752851,,,,,0.1,"APPLES, FUJI, WITH SKIN, RAW",
3033,1752868,,,2.08,,,"APPLES, FUJI, WITH SKIN, RAW",
3034,1752878,,,,,0.2,"APPLES, FUJI, WITH SKIN, RAW",
3035,1752884,,,2.13,,,"APPLES, FUJI, WITH SKIN, RAW",
3036,1752897,,,2.32,,,"APPLES, FUJI, WITH SKIN, RAW",
3037,1752916,,,,,0.0,"APPLES, FUJI, WITH SKIN, RAW",
3038,1752935,,,,,0.1,"APPLES, FUJI, WITH SKIN, RAW",
3039,1752937,,,1.89,,,"APPLES, FUJI, WITH SKIN, RAW",
3040,1752964,,,,,0.2,"APPLES, FUJI, WITH SKIN, RAW",
3041,1752968,,,2.17,,,"APPLES, FUJI, WITH SKIN, RAW",
3042,1752976,,,,,0.3,"APPLES, FUJI, WITH SKIN, RAW",
3043,1752983,,,2.0,,,"APPLES, FUJI, WITH SKIN, RAW",
3044,1753000,,,,,0.2,"APPLES, FUJI, WITH SKIN, RAW",
3045,1753012,,,2.04,,,"APPLES, FUJI, WITH SKIN, RAW",
3046,1753021,,,,,0.2,"APPLES, FUJI, WITH SKIN, RAW",
3047,1753034,,,1.97,,,"APPLES, FUJI, WITH SKIN, RAW",
3048,1753048,,,2.73,,,"APPLES, GALA, WITH SKIN, RAW",
3049,1753058,,,,,0.2,"APPLES, GALA, WITH SKIN, RAW",
3050,1753076,,,1.89,,,"APPLES, GALA, WITH SKIN, RAW",
3051,1753077,,,,,0.2,"APPLES, GALA, WITH SKIN, RAW",
3052,1753102,,,1.79,,,"APPLES, GALA, WITH SKIN, RAW",
3053,1753119,,,,,0.2,"APPLES, GALA, WITH SKIN, RAW",
3054,1753124,,,,,0.2,"APPLES, GALA, WITH SKIN, RAW",
3055,1753128,,,2.39,,,"APPLES, GALA, WITH SKIN, RAW",
3056,1753156,,,,,0.1,"APPLES, GALA, WITH SKIN, RAW",
3057,1753167,,,1.82,,,"APPLES, GALA, WITH SKIN, RAW",
3058,1753171,,,2.12,,,"APPLES, GALA, WITH SKIN, RAW",
3059,1753194,,,,,0.1,"APPLES, GALA, WITH SKIN, RAW",
3060,1753207,,,,,0.2,"APPLES, GALA, WITH SKIN, RAW",
3061,1753210,,,2.13,,,"APPLES, GALA, WITH SKIN, RAW",
3062,1753229,,,,,0.0,"APPLES, GALA, WITH SKIN, RAW",
3063,1753230,,,2.0,,,"APPLES, GALA, WITH SKIN, RAW",
3064,1753265,,,2.45,,,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3065,1753266,,,,,0.2,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3066,1753289,,,,,0.2,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3067,1753290,,,2.27,,,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3068,1753296,,,,,0.3,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3069,1753305,,,2.15,,,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3070,1753325,,,,,0.2,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3071,1753341,,,2.43,,,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3072,1753348,,,3.07,,,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3073,1753349,,,,,0.0,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3074,1753385,,,2.54,,,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3075,1753393,,,,,0.0,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
3076,1753414,,,2.3,,,"APPLES, GRANNY SMITH, WITH SKIN, RAW",
